jd,a,e,i,aop,raan,TA,raan_dot_moon,raan_dot_sun,raan_dot_3b,raan_dot_j2,raan_dot_total,aop_dot_moon,aop_dot_sun,aop_dot_3b,aop_dot_j2,aop_dot_total,La,Le,Li,Laop,Lraan,LTA
2457398.7040544,7140.41004407325,0.0158895262148011,98.5967895099918,142.448809882169,106.782405264495,292.598616696429,106.781796299946,106.781796293684,106.781796305186,106.782125017879,106.782125034622,142.406942050688,142.406942069293,142.406942035117,142.405965329622,142.405965279875,7151.25482761796,0.0159693426115435,98.6269211303819,136.597299179006,106.884200045256,298.466620489503
2457398.70408715,7140.38197113601,0.0158818520826429,98.5968057992394,142.451720496266,106.78246673865,292.767531467557,106.781796301096,106.781796294209,106.781796306861,106.782157890823,106.78215790924,142.406942047271,142.406942067736,142.406942030143,142.405867654098,142.405867599376,7151.25482761796,0.0159693426115436,98.6269211303819,136.597299179005,106.884200045256,298.638559927389
2457398.70411991,7140.35417818601,0.0158741751198928,98.5968219185286,142.454396465324,106.782528313606,292.936695584122,106.781796302246,106.781796294733,106.781796308535,106.782190763766,106.782190783857,142.406942043853,142.406942066179,142.406942025168,142.405769978574,142.405769918877,7151.25482761796,0.0159693426115435,98.6269211303819,136.597299179005,106.884200045256,298.810513720055
2457398.70415266,7140.32666635581,0.0158664958604644,98.5968378672327,142.456837174862,106.782589988343,293.106109639848,106.781796303396,106.781796295257,106.781796310209,106.78222363671,106.782223658475,142.406942040436,142.406942064622,142.406942020193,142.40567230305,142.405672238378,7151.25482761796,0.0159693426115434,98.6269211303819,136.597299179006,106.884200045256,298.982481845705
2457398.70418542,7140.29943676828,0.0158588148398037,98.5968536447312,142.459042026187,106.782651761836,293.275774212531,106.781796304547,106.781796295781,106.781796311883,106.782256509653,106.782256533093,142.406942037018,142.406942063065,142.406942015218,142.405574627525,142.40557455788,7151.25482761796,0.0159693426115437,98.6269211303819,136.597299179005,106.884200045256,299.154464282403
2457398.70421817,7140.2724905365,0.0158511325948525,98.5968692504096,142.461010436538,106.782713633058,293.445689863897,106.781796305697,106.781796296305,106.781796313558,106.782289382597,106.782289407711,142.406942033601,142.406942061507,142.406942010244,142.405476952001,142.405476877381,7151.25482761796,0.0159693426115437,98.6269211303819,136.597299179005,106.884200045256,299.326461008071
2457398.70425093,7140.24582876379,0.0158434496640107,98.5968846836593,142.462741839229,106.782775600977,293.615857139453,106.781796306847,106.781796296829,106.781796315232,106.78232225554,106.782322282328,142.406942030183,142.40694205995,142.406942005269,142.405379276477,142.405379196882,7151.25482761796,0.0159693426115439,98.6269211303819,136.597299179004,106.884200045256,299.498472000494
2457398.70428368,7140.21945254353,0.0158357665870952,98.5968999438779,142.46423568382,106.782837664555,293.786276568323,106.781796307997,106.781796297353,106.781796316906,106.782355128484,106.782355156946,142.406942026765,142.406942058393,142.406942000294,142.405281600953,142.405281516383,7151.25482761796,0.0159693426115437,98.6269211303819,136.597299179005,106.884200045256,299.670497237313
2457398.70431644,7140.19336295923,0.0158280839053044,98.596915030469,142.465491436237,106.782899822754,293.956948663125,106.781796309147,106.781796297877,106.78179631858,106.782388001427,106.782388031564,142.406942023348,142.406942056836,142.40694199532,142.405183925429,142.405183835884,7151.25482761796,0.0159693426115439,98.6269211303819,136.597299179004,106.884200045256,299.84253669604
2457398.70434919,7140.16756108439,0.0158204021611782,98.5969299428422,142.466508578933,106.782962074528,294.127873919811,106.781796310298,106.781796298401,106.781796320255,106.782420874371,106.782420906182,142.40694201993,142.406942055279,142.406941990345,142.405086249904,142.405086155385,7151.25482761796,0.0159693426115437,98.6269211303819,136.597299179005,106.884200045256,300.014590354035
2457398.70438194,7140.14204798251,0.0158127218985573,98.5969446804134,142.467286611036,106.783024418831,294.299052817517,106.781796311448,106.781796298925,106.781796321929,106.782453747315,106.7824537808,142.406942016513,142.406942053722,142.40694198537,142.40498857438,142.404988474886,7151.25482761796,0.0159693426115437,98.6269211303819,136.597299179005,106.884200045256,300.18665818853
2457398.7044147,7140.11682470701,0.0158050436625445,98.5969592426045,142.467825048493,106.78308685461,294.47048581842,106.781796312598,106.781796299449,106.781796323603,106.782486620258,106.782486655417,142.406942013095,142.406942052165,142.406941980395,142.404890898856,142.404890794387,7151.25482761796,0.0159693426115437,98.6269211303819,136.597299179005,106.884200045256,300.358740176613
2457398.70444745,7140.09189230115,0.0157973679994648,98.5969736288437,142.468123424215,106.78314938081,294.642173367597,106.781796313748,106.781796299973,106.781796325277,106.782519493202,106.782519530035,142.406942009677,142.406942050608,142.406941975421,142.404793223332,142.404793113888,7151.25482761795,0.0159693426115435,98.6269211303819,136.597299179006,106.884200045256,300.530836295234
2457398.70448021,7140.06725179807,0.0157896954568252,98.5969878385652,142.468181288212,106.78321199637,294.814115892883,106.781796314898,106.781796300497,106.781796326952,106.782552366145,106.782552404653,142.40694200626,142.40694204905,142.406941970446,142.404695547808,142.404695433389,7151.25482761796,0.0159693426115437,98.6269211303819,136.597299179005,106.884200045256,300.702946521207
