jd,x,y,z,xdot,ydot,zdot,lx,ly,lz,lxdot,lydot,lzdot
2457398.73458171,299.816630185154,-4071.57525082705,-5892.38322060392,-2.37645461366994,5.67778759753067,-4.18740257633693,294.843393472589,-4055.56693071906,-5904.16168357734,-2.38807767074185,5.68956186490175,-4.17008020656368
2457398.73461447,293.089977918302,-4055.48955104775,-5904.20808376881,-2.37735946707505,5.69019158482943,-4.16935086247733,288.083866139469,-4039.44792487027,-5915.93741624764,-2.38896997836951,5.7019531912192,-4.15198676294207
2457398.73464722,286.360794364903,-4039.3688205374,-5915.98181399344,-2.37824364451104,5.70254448181316,-4.15126586778612,281.321843034395,-4023.29392387781,-5927.66189709963,-2.38984146687532,5.71429339983652,-4.13385986778522
2457398.73467998,279.629138034169,-4023.21320399807,-5927.70431732759,-2.37910714489002,5.71484619885715,-4.13314775770577,274.557383077943,-4007.10507253497,-5939.33503169922,-2.39069213455095,5.72658239881607,-4.11569968631941
2457398.73471273,272.895067438158,-4007.02284638475,-5939.37550028928,-2.37994996729929,5.72709664682864,-4.11499669784792,267.790545195269,-3990.88151589455,-5950.95672608016,-2.39152197986639,5.73882009670769,-4.09750638396226
2457398.73474549,266.158641091279,-3990.79789290398,-5950.99526986529,-2.38077211100103,5.73929573708684,-4.09681285399172,261.021388315607,-3974.62339926745,-5962.52688674462,-2.39233100146977,5.75100640254899,-4.07928012632114
2457398.73477824,259.419917509815,-3974.53848901246,-5962.56353351162,-2.38157357543211,5.7514433814829,-4.07859639208218,254.249971371765,-3958.33086822132,-5974.04542066371,-2.39311919818712,5.76314122586554,-4.06102107919151
2457398.734811,252.678955211371,-3958.24478041556,-5974.08019915399,-2.38235436020378,5.76353949236008,-4.06034747822846,247.476353299622,-3942.00406857914,-5985.51223527799,-2.39388656902225,5.77522447667109,-4.04272940855534
2457398.73484375,245.93581271449,-3941.91691306615,-5985.54517518819,-2.38311446510148,5.77558398255359,-4.04206627870242,240.700593037625,-3925.64314641787,-5996.92723849804,-2.3946331131565,5.78725606546782,-4.02440528057943
2457398.7348765,239.190548538047,-3925.55503316297,-5996.95837048068,-2.38385389008455,5.78757676539078,-4.02375295993674,233.922749526288,-3909.24824806706,-6008.2903387049,-2.39535882994856,5.79923590324651,-4.00604886161382
2457398.73490926,232.443221200835,-3909.1592871494,-6008.31969436894,-2.384572635286,5.79951775469105,-4.00540768852349,227.142881707686,-3892.81952010747,-6019.60144475069,-2.39606371893431,5.81116390148677,-3.98766031819016
2457398.73494201,225.693889221034,-3892.72982171199,-6019.62905666197,-2.38527070101223,5.81140686476589,-3.98703063121237,220.36104852496,-3876.35710936967,-6030.86046595905,-2.39674777982657,5.82303997215724,-3.96923981702012
2457398.73497477,218.942611115753,-3876.26678377914,-6030.88636764072,-2.38594808774281,5.82324401041889,-3.96862195490917,213.577308921812,-3859.86116293267,-6042.06731212565,-2.39741101251497,5.83486402771579,-3.95078752499372
2457398.73500752,212.189445400496,-3859.77032051961,-6042.09153805854,-2.38660479613022,5.83502910694577,-3.95018182667407,206.791721842007,-3843.33182812253,-6053.22189351873,-2.39805341706568,5.84663598110969,-3.93230360917775
2457398.73504028,205.43445058873,-3843.24057934122,-6053.24447914158,-2.38724082699957,5.84676207013428,-3.93171041372009,200.004346228874,-3826.76925251097,-6064.32412087958,-2.39867499372126,5.85835574577583,-3.91378823681418
2457398.73507303,198.677685191342,-3826.6777078894,-6064.34510258928,-2.38785618134835,5.8584428162643,-3.91320788341142,193.215241024803,-3810.17358391401,-6075.37390542301,-2.39927574290045,5.87002323564088,-3.8952415753185
2457398.73510579,191.919207716196,-3810.08185404583,-6075.39332057474,-2.38845086034621,5.87007126210778,-3.89467440326187,186.424465170754,-3793.54497039055,-6086.37115883788,-2.39985566519795,5.88163836512145,-3.87666379227812
